IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,SEGMENT,PRIORITY_SCORE,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,RANG_PONUDE,PROIZVOD,RAZLOG,ZARADA_BANKE,KANAL,PONUDA_SCORE
HC1STOCWUEYQ,76,UMIROVLJENIK,ODRŽAVAJ,18.5,20.3,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7QI3LQ33V561,62,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
OLDFDP64OFVQ,52,NEZAPOSLEN,ODRŽAVAJ,18.5,12.1,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
ATLLDHL7U5NB,55,ZAPOSLEN,RAZVIJAJ PREMIUM,18.5,11.4,2.7,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
HHSDQCWO13E4,60,NEZAPOSLEN,ODRŽAVAJ,18.5,12.0,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
QJTVT861QSVS,71,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
JP8YAQ3ZGK2Z,67,OSTALO,ODRŽAVAJ,18.5,10.8,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
856AZI7QARMS,61,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
NA7OCXTDHHVH,70,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
A6PCTE409WL9,54,NEZAPOSLEN,ODRŽAVAJ,18.5,12.0,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 14 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,91
I7ZRGPS82YRL,50,NEZAPOSLEN,RAZVIJAJ,18.5,4.3,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
VIDRFTZ5IAF7,61,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
L0OM8AHI1S9K,62,OSTALO,ODRŽAVAJ,18.5,10.7,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
BAC3TTEOWC66,67,UMIROVLJENIK,ODRŽAVAJ,18.5,11.9,27.3,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
BGILHO08LQ0W,66,OSTALO,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
JXIAUTMXJEAQ,71,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
2P8UAGLMOBHC,67,UMIROVLJENIK,ODRŽAVAJ,18.5,10.6,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,65
GFVSH03G17TP,63,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
UU707PVC38NN,86,OSTALO,ODRŽAVAJ,18.5,11.6,19.1,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
CRMZOU90NOBK,43,ZAPOSLEN,RAZVIJAJ PREMIUM,18.5,11.7,1.1,56.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
J53WZQ12CEMJ,63,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
HFAERT80ZJEC,69,UMIROVLJENIK,ODRŽAVAJ,18.5,20.3,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
GR9YOU52L65M,56,OBRTNIK,RAZVIJAJ,18.5,6.4,20.0,33.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
LMEZ9FZUO8MX,69,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
8IFHVFTCZD1U,68,OSTALO,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
Y56MRYY8NUUM,69,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
ETMIXO068SJV,61,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
J27M2TRW7F28,53,NEZAPOSLEN,ODRŽAVAJ,18.5,12.1,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
W4BZ4AI6EAXT,63,ZAPOSLEN,ODRŽAVAJ,18.5,10.8,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
NKQ0V6TOW64S,61,NEZAPOSLEN,ODRŽAVAJ,18.5,12.0,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
U63Z2YX7HWFN,59,NEZAPOSLEN,ODRŽAVAJ,18.5,12.0,20.0,25.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
SZP4DC4NMS35,47,NEZAPOSLEN,RAZVIJAJ,18.5,4.4,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
GG1SFEL7RJ8R,62,SAMOZAPOSLEN,RAZVIJAJ PREMIUM,18.5,11.4,2.4,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
JPP2F5HU8JW3,85,UMIROVLJENIK,ODRŽAVAJ,18.5,20.5,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
3KP7ZEFGH1IX,44,NEZAPOSLEN,RAZVIJAJ,18.5,4.2,20.0,36.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
TO3CCITNZXGM,69,ZAPOSLEN,RAZVIJAJ,18.5,0.0,20.0,42.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
BZOB94DRHNFW,50,NEZAPOSLEN,RAZVIJAJ PREMIUM,18.5,24.5,2.2,36.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 4,691€",Stabilizacija pasive,HPB mobilna aplikacija,83
9068TFC2KFCL,72,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
BXAH9K4FT9UA,92,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
JJXRKSOXSO3H,74,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
H4I4RLHWP2GP,62,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
VYVTVBIAF9CJ,76,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7R4AGWL8H4OX,82,UMIROVLJENIK,ODRŽAVAJ,18.4,20.1,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
QKUQ58RMTF04,86,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
8G3ZRYJ59D93,74,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
DVC7U9YD7YI8,89,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
J835YWCC9Z2H,86,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7PVDZRLQ6J6L,85,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
2GC2P1J94389,74,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
UVXXCNQO9NN1,79,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
14ZLBL2PTJV3,66,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
P97W7UI3CX07,69,UMIROVLJENIK,ODRŽAVAJ,18.4,10.7,28.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
D5UU56MS9N0R,64,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
F9BYOJE8EZFV,80,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
OUNA931MPD8A,64,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
MGV3DN5NAY24,70,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
IEH6WIO9PWA1,75,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FL0R0NIKDCIP,81,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
3JJY7TIJW735,51,NEZAPOSLEN,ODRŽAVAJ,18.4,9.0,20.0,29.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 6 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,37
L9PVM45FVECY,66,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
PV52LBA9MF4U,61,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Q8HIXIIX15AH,73,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
63HL5RKP8KJZ,84,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
YUBKGDZZTRNQ,78,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
850FY2GM016K,77,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
N04V4S6MLIR8,76,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
BLOXZIFS3FZC,64,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
AUCPXO8G5G2S,76,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
X0DTJEXMV0BA,67,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
13MJEACGJFH4,96,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
EPCM93I2F8QD,82,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
NFKKJ43RM0HL,66,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
6F4XQL4N2LLA,71,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
3KTSFMAXDYXP,78,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
ZSSY5TWQ70VV,69,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FO9FSEL301SI,61,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
JHTD2SFCYB8P,61,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
FJDXPD5P2V8W,83,OSTALO,ODRŽAVAJ,18.4,10.5,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
RZ8L3LKNTHEI,72,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
1JK43LHKXCZ2,80,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
1LDFY83GF9AK,76,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
X56JMOQI5WY9,64,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
OI31S5MUQVW6,63,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
KKX0K0Y2VIIZ,76,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
BM6VTJOKDL17,64,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
2HZJGY1DZDZ1,61,ZAPOSLEN,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
PC363FNZ89L4,79,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
0WD9TP1MDRH9,67,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
J9JD1A543MWQ,51,OBRTNIK,RAZVIJAJ,18.4,7.4,18.9,33.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
05B427N60XRP,71,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
N70GWMBQCW89,74,OSTALO,ODRŽAVAJ,18.4,10.4,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
B6O5OKIO6WWU,69,POLJOPRIVREDNIK,ODRŽAVAJ,18.4,10.5,20.0,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
